hostingorganizationkey,total_records,records_with_recordedbyid,pct_with_recordedbyid,records_with_valid_recordedbyid,pct_valid_recordedbyid,records_with_invalid_recordedbyid,pct_invalid_recordedbyid,records_with_orcid,pct_with_orcid,records_with_google_scholar,pct_with_google_scholar,records_with_researcherid,pct_with_researcherid,records_with_wikidata,pct_with_wikidata,records_with_linkedin,pct_with_linkedin,publisherName,publisherUrl
2a7e3080-28a9-11dd-97cd-b8a03c50a862,1363440,1953,0.14324062665024,1953,0.14324062665024,0,0.00000000000000,1953,0.14324062665024,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,Instituto de Investigación de Recursos Biológicos Alexander von Humboldt,https://www.gbif.org/publisher/2a7e3080-28a9-11dd-97cd-b8a03c50a862
fb10a11f-4417-41c8-be6a-13a5c8535122,2965029,2477,0.08354049825482,2477,0.08354049825482,0,0.00000000000000,2477,0.08354049825482,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,Antarctic Biodiversity Information Facility (ANTABIF),https://www.gbif.org/publisher/fb10a11f-4417-41c8-be6a-13a5c8535122
fcb15579-e732-4e2d-aa74-796787ef8c27,1160834,832,0.07167260779750,832,0.07167260779750,0,0.00000000000000,832,0.07167260779750,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,Institute of Mathematical Problems of Biology RAS – the Branch of Keldysh Institute of Applied Mathematics of Russian Academy of Sciences,https://www.gbif.org/publisher/fcb15579-e732-4e2d-aa74-796787ef8c27
75642970-f855-11dd-8235-b8a03c50a862,3241200,744,0.02295446131063,590,0.01820313464149,154,0.00475132666913,590,0.01820313464149,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,"National Museum of Natural History, Luxembourg",https://www.gbif.org/publisher/75642970-f855-11dd-8235-b8a03c50a862
bc092ff0-02e4-11dc-991f-b8a03c50a862,10423791,2085,0.02000231969348,232,0.00222567777884,1853,0.01777664191464,232,0.00222567777884,0,0.00000000000000,0,0.00000000000000,24,0.00023024252885,0,0.00000000000000,"National Museum of Natural History, Smithsonian Institution",https://www.gbif.org/publisher/bc092ff0-02e4-11dc-991f-b8a03c50a862
5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a,34206408,3396,0.00992796437439,2903,0.00848671395137,493,0.00144125042302,2903,0.00848671395137,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,GBIF France,https://www.gbif.org/publisher/5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a
fcfa64a2-a7f0-4331-9431-86df15c76ad7,94369,7,0.00741769013129,7,0.00741769013129,0,0.00000000000000,7,0.00741769013129,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,Karaganda Buketov University,https://www.gbif.org/publisher/fcfa64a2-a7f0-4331-9431-86df15c76ad7
c58ac019-b413-4613-8772-39e57acbeb8e,2401983,76,0.00316405236840,0,0.00000000000000,76,0.00316405236840,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,The National Institute of Water and Atmospheric Research (NIWA),https://www.gbif.org/publisher/c58ac019-b413-4613-8772-39e57acbeb8e
23e067c0-a255-11da-beae-b8a03c50a862,28522160,644,0.00225789351157,82,0.00028749575768,562,0.00197039775389,82,0.00028749575768,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,GBIF Swiss Node,https://www.gbif.org/publisher/23e067c0-a255-11da-beae-b8a03c50a862
f314b0b0-e3dc-11d9-8d81-b8a03c50a862,490684,3,0.00061139144541,3,0.00061139144541,0,0.00000000000000,3,0.00061139144541,0,0.00000000000000,0,0.00000000000000,3,0.00061139144541,0,0.00000000000000,University of Oslo,https://www.gbif.org/publisher/f314b0b0-e3dc-11d9-8d81-b8a03c50a862
37e82b90-1e21-11de-ab90-f72009d2669b,4610600,14,0.00030364811521,0,0.00000000000000,14,0.00030364811521,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,Belgian Biodiversity Platform,https://www.gbif.org/publisher/37e82b90-1e21-11de-ab90-f72009d2669b
1928bdf0-f5d2-11dc-8c12-b8a03c50a862,148049130,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,"UAR PatriNat (OFB-MNHN-CNRS-IRD), Paris",https://www.gbif.org/publisher/1928bdf0-f5d2-11dc-8c12-b8a03c50a862
7ce8aef0-9e92-11dc-8738-b8a03c50a862,535122,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,Plazi.org taxonomic treatments database,https://www.gbif.org/publisher/7ce8aef0-9e92-11dc-8738-b8a03c50a862
f5fd374b-89cb-4ab6-b3eb-794c65f232c3,1746586,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,Sistema de Informação sobre a Biodiversidade Brasileira - SiBBr,https://www.gbif.org/publisher/f5fd374b-89cb-4ab6-b3eb-794c65f232c3
e2e717bf-551a-4917-bdc9-4fa0f342c530,1775781186,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,Cornell Lab of Ornithology,https://www.gbif.org/publisher/e2e717bf-551a-4917-bdc9-4fa0f342c530
98dbab03-09e5-4ceb-988e-04f3e803decb,238595,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,Edaphobase,https://www.gbif.org/publisher/98dbab03-09e5-4ceb-988e-04f3e803decb
541c2668-9391-4479-b90f-fe90b365f33b,174326,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,Biodiversity Exploratories,https://www.gbif.org/publisher/541c2668-9391-4479-b90f-fe90b365f33b
c8ce072d-9c61-4ec8-b8e7-0c36a8122791,70872,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,Madagascar Biodiversity Information Facility (MadBIF),https://www.gbif.org/publisher/c8ce072d-9c61-4ec8-b8e7-0c36a8122791
07f617d0-c688-11d8-bf62-b8a03c50a862,137537418,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,National Biodiversity Network,https://www.gbif.org/publisher/07f617d0-c688-11d8-bf62-b8a03c50a862
eb07eeb0-3db9-11d9-8439-b8a03c50a862,2373983,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,National Science Museum of Korea,https://www.gbif.org/publisher/eb07eeb0-3db9-11d9-8439-b8a03c50a862
d2583793-e5c1-41ae-83bd-86300d34e2cb,212251,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,Université de Lomé,https://www.gbif.org/publisher/d2583793-e5c1-41ae-83bd-86300d34e2cb
17fba53b-3c1b-4689-82e1-4d66ad4f445c,11621240,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,GBIF Poland,https://www.gbif.org/publisher/17fba53b-3c1b-4689-82e1-4d66ad4f445c
3693ff90-4c16-11d8-b290-b8a03c50a862,882660,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,Australian Antarctic Data Centre,https://www.gbif.org/publisher/3693ff90-4c16-11d8-b290-b8a03c50a862
4c415e40-1e21-11de-9e40-a0d6ecebb8bf,163282122,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,GBIF-Sweden,https://www.gbif.org/publisher/4c415e40-1e21-11de-9e40-a0d6ecebb8bf
96710dc8-fecb-440d-ae3e-c34ae8a9616f,21551736,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,Symbiota Support Hub,https://www.gbif.org/publisher/96710dc8-fecb-440d-ae3e-c34ae8a9616f
b94c4428-77c1-47e0-a8c2-2b08228d8dd8,39757,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,OBIS Secretariat,https://www.gbif.org/publisher/b94c4428-77c1-47e0-a8c2-2b08228d8dd8
b459e790-0d3c-11d9-8431-b8a03c50a862,418676,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,"UNIBIO, IBUNAM",https://www.gbif.org/publisher/b459e790-0d3c-11d9-8431-b8a03c50a862
09a9c196-cb5b-4fa1-afc2-3499b868b225,10324315,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,Canadian node of the Ocean Biogeographic Information System (OBIS Canada),https://www.gbif.org/publisher/09a9c196-cb5b-4fa1-afc2-3499b868b225
09871350-0a23-11d8-b854-b8a03c50a862,246944,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,Canadian Biodiversity Information Facility,https://www.gbif.org/publisher/09871350-0a23-11d8-b854-b8a03c50a862
12b1df00-3f75-11d8-aa2d-b8a03c50a862,7906995,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,Taiwan Biodiversity Information Facility (TaiBIF),https://www.gbif.org/publisher/12b1df00-3f75-11d8-aa2d-b8a03c50a862
a86e9e36-12ec-49a4-a94c-c0c981fffb71,1296070,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,iDigBio,https://www.gbif.org/publisher/a86e9e36-12ec-49a4-a94c-c0c981fffb71
bd14512a-b63d-42c1-b426-4c4f0623b6c3,2775,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,Botswana Wildlife Management Association,https://www.gbif.org/publisher/bd14512a-b63d-42c1-b426-4c4f0623b6c3
